55.944425,-3.188396,NNE,55.944702,-3.188281,92.188906,316.807229
55.944702,-3.188281,W,55.944702,-3.188581,92.188906,315.557229
55.944702,-3.188581,W,55.944702,-3.188881,92.188906,314.307229
55.944702,-3.188881,N,55.945002,-3.188881,92.188906,313.057229
55.945002,-3.188881,WSW,55.944887,-3.189158,92.188906,311.807229
55.944887,-3.189158,SSW,55.944610,-3.189273,92.188906,310.557229
55.944610,-3.189273,E,55.944610,-3.188973,92.188906,309.307229
55.944610,-3.188973,NNE,55.944887,-3.188858,92.188906,308.057229
55.944887,-3.188858,S,55.944587,-3.188858,92.188906,306.807229
55.944587,-3.188858,ESE,55.944472,-3.188581,92.188906,305.557229
55.944472,-3.188581,E,55.944472,-3.188281,92.188906,304.307229
55.944472,-3.188281,SSE,55.944195,-3.188166,92.188906,303.057229
55.944195,-3.188166,NW,55.944407,-3.188378,92.188906,301.807229
55.944407,-3.188378,WNW,55.944522,-3.188655,92.188906,300.557229
55.944522,-3.188655,NNW,55.944799,-3.188770,92.188906,299.307229
55.944799,-3.188770,SE,55.944587,-3.188558,92.188906,298.057229
55.944587,-3.188558,SSW,55.944310,-3.188673,92.188906,296.807229
55.944310,-3.188673,SE,55.944098,-3.188461,92.188906,295.557229
55.944098,-3.188461,NW,55.944310,-3.188673,92.188906,294.307229
55.944310,-3.188673,ESE,55.944195,-3.188396,92.188906,293.057229
55.944195,-3.188396,ENE,55.944310,-3.188119,92.188906,291.807229
55.944310,-3.188119,W,55.944310,-3.188419,92.188906,290.557229
55.944310,-3.188419,NW,55.944522,-3.188631,92.188906,289.307229
55.944522,-3.188631,ESE,55.944407,-3.188354,92.188906,288.057229
55.944407,-3.188354,ESE,55.944292,-3.188077,92.188906,286.807229
55.944292,-3.188077,SW,55.944080,-3.188289,92.188906,285.557229
55.944080,-3.188289,SSE,55.943803,-3.188174,119.174472,355.591368
55.943803,-3.188174,NE,55.944015,-3.187962,119.174472,354.341368
55.944015,-3.187962,NE,55.944227,-3.187750,119.174472,353.091368
55.944227,-3.187750,S,55.943927,-3.187750,119.174472,351.841368
55.943927,-3.187750,S,55.943627,-3.187750,149.996676,371.694179
55.943627,-3.187750,SE,55.943415,-3.187538,195.335187,468.738289
55.943415,-3.187538,NE,55.943627,-3.187326,195.335187,467.488289
55.943627,-3.187326,N,55.943927,-3.187326,195.335187,466.238289
55.943927,-3.187326,ENE,55.944042,-3.187049,199.912417,567.642927
55.944042,-3.187049,NNE,55.944319,-3.186934,199.912417,566.392927
55.944319,-3.186934,NNW,55.944596,-3.187049,289.331041,569.027171
55.944596,-3.187049,ENE,55.944711,-3.186772,351.660597,610.169122
55.944711,-3.186772,ESE,55.944596,-3.186495,351.660597,608.919122
55.944596,-3.186495,ESE,55.944481,-3.186218,351.660597,607.669122
55.944481,-3.186218,ENE,55.944596,-3.185941,351.660597,606.419122
55.944596,-3.185941,SSW,55.944319,-3.186056,351.660597,605.169122
55.944319,-3.186056,NE,55.944531,-3.185844,351.660597,603.919122
55.944531,-3.185844,WNW,55.944646,-3.186121,351.660597,602.669122
55.944646,-3.186121,WNW,55.944761,-3.186398,351.660597,601.419122
55.944761,-3.186398,WSW,55.944646,-3.186675,351.660597,600.169122
55.944646,-3.186675,SSW,55.944369,-3.186790,351.660597,598.919122
55.944369,-3.186790,NW,55.944581,-3.187002,351.660597,597.669122
55.944581,-3.187002,N,55.944881,-3.187002,351.660597,596.419122
55.944881,-3.187002,SE,55.944669,-3.186790,351.660597,595.169122
55.944669,-3.186790,SSW,55.944392,-3.186905,351.660597,593.919122
55.944392,-3.186905,SSE,55.944115,-3.186790,351.660597,592.669122
55.944115,-3.186790,SSW,55.943838,-3.186905,351.660597,591.419122
55.943838,-3.186905,S,55.943538,-3.186905,476.313730,595.398746
55.943538,-3.186905,SSE,55.943261,-3.186790,476.313730,594.148746
55.943261,-3.186790,SE,55.943049,-3.186578,476.313730,592.898746
55.943049,-3.186578,NNE,55.943326,-3.186463,476.313730,591.648746
55.943326,-3.186463,NNE,55.943603,-3.186348,476.313730,590.398746
